what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1365608362450
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1365608362450
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1365608362451
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1365608362451
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1365608362453
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1365608362453
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1365608362456
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1365608362457
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1365608362458
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1365608362461
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1365608362462
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1365608362463
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1365608362464
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1365608362467
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1365608362469
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1365608362470
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1365608362471
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1365608362471
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1365608362472
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1365608362475
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1365608362476
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1365608362476
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1365608362477
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1365608362479
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1365608362481
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1365608362481
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1365608362484
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1365608362484
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1365608362485
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1365608362486
started,bundle,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.adt",1365608362486
started,bundle,com.android.ide.eclipse.base,21.1.0.v201302060044-569685,"com.android.ide.eclipse.base",1365608362487
os,sysinfo,,,"win32",1365608362490
arch,sysinfo,,,"x86_64",1365608362490
ws,sysinfo,,,"win32",1365608362490
locale,sysinfo,,,"en_US",1365608362490
processors,sysinfo,,,"8",1365608362490
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1365608362490
java.runtime.version,sysinfo,,,"1.7.0_07-b11",1365608362490
java.specification.name,sysinfo,,,"Java Platform API Specification",1365608362490
java.specification.vendor,sysinfo,,,"Oracle Corporation",1365608362490
java.specification.version,sysinfo,,,"1.7",1365608362490
java.vendor,sysinfo,,,"Oracle Corporation",1365608362490
java.version,sysinfo,,,"1.7.0_07",1365608362490
java.vm.info,sysinfo,,,"mixed mode",1365608362490
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1365608362490
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1365608362490
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1365608362491
java.vm.specification.version,sysinfo,,,"1.7",1365608362491
java.vm.vendor,sysinfo,,,"Oracle Corporation",1365608362491
java.vm.version,sysinfo,,,"23.3-b01",1365608362491
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365608365589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365608403024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365608798994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1365608811964
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1365608812884
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365608850157
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365608868129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365609222211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365609223559
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365609225169
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365609225278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1365609232919
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1365609233685
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1365609233770
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1365609233814
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1365609233875
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1365609233961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365609249714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365609309186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365609310665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365609313060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365609313193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365609314363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365609315465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365609316476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365609328297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365609675243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365609676128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365611427945
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365611430163
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365611431017
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365611432180
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365611434364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365611436192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365611523496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365611524232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365611525332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365611526191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365612520430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365612521444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365612522413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365612646324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365616908365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365616908838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365618340290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365618340921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365619832360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365619847217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365619848036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365619848386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365619849106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365619971400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365619973634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365619977872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365619979237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365619985601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365619987737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365619988265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365619994294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365619994761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365620516877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365620517401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365630447710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365630448260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365633198286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365633198846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365633291323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365633291727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636007073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636011021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636015890
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1365636016053
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1365636016065
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1365636016123
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1365636016131
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1365636016144
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1365636016151
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1365636016153
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1365636016192
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1365636016197
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1365636016253
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1365636016273
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1365636017391
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365636018791
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365636018850
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365636018852
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1365636019413
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365636019414
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1365636020417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636023723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636027424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636033279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636044221
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365636044351
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365636044425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636121271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636121408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636147088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636474977
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365636491568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636512607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636515431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636525879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636526026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636580023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636580122
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365636863504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636891497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636900895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636912167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636912267
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1365636919188
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1365636919219
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1365636919240
