what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990229051
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365990230080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365990231343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990231885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990502497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990503733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990570096
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365990571776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1365990573561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365990574816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990580332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990580432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990582684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990582790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990586331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990586444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990612316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990616805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990616957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990617597
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365990620443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990637956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990652840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990658789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990659686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990689819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990715246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990720380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990742846
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365990769329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990813939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990824388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990842164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990842278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990962973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990977016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990985493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990985522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365990985582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991005868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991007653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991008828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991009845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991048853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991066933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991068860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991074645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991077444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991177388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991184241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991197587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991200392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991226813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991229165
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365991256116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991258933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991262405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365991290467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991291037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991544809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991545533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991546219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991550478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991560133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365991560957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365993711619
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365993714919
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365993716471
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365993717135
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365993724165
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365993727477
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365993732351
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365993733121
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1365993737715
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365993737879
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365993743133
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365993744586
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365993748501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365993749649
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994240955
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365994245770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994252601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994433980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994711602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994731771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994979468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366001395032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366001395501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366001861939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366001863699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366002226557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366002262567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366002315638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366002326421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366002329460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366002373165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366002491059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366002491830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366002497351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366002499547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366002781843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366002796571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366004205930
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1366004205958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366004206138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366004208851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366004243511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366004252161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366004252344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366004269064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366004298848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366006725535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366006780619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366006784671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366006784923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366006785812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366006786403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366006849959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366007072419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366007073364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366007074163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366007075392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1366007205059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366007291597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366007295352
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1366007440262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366007480004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366007889024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1366008062595
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1366008358948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1366008661807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366008674205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366008675173
